submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
06/22/2021,MD,461828,,,49,0,9764,9547,217,6,0,06/24/2021 12:00:00 AM,N/A,Agree
03/20/2021,MD,399016,,,1118,0,8687,8480,207,19,0,03/22/2021 12:00:00 AM,N/A,Agree
07/28/2020,MD,85524,,,648,0,3579,3437,142,10,0,07/30/2020 12:00:00 AM,N/A,Agree
08/21/2021,MD,485978,,,1131,0,9958,9736,222,8,0,08/23/2021 12:00:00 AM,N/A,Agree
08/15/2020,MD,99693,,,818,0,3754,3605,149,6,0,08/17/2020 12:00:00 AM,N/A,Agree
07/23/2021,MD,465326,,,288,0,9830,9611,219,4,1,07/25/2021 12:00:00 AM,N/A,Agree
03/21/2020,MD,190,,,41,0,4,4,0,2,0,03/23/2020 12:00:00 AM,N/A,Agree
07/31/2020,MD,88346,,,1169,0,3613,3470,143,11,1,08/02/2020 12:00:00 AM,N/A,Agree
01/26/2020,MD,0,,,0,0,0,0,0,0,0,01/28/2020 12:00:00 AM,N/A,Agree
10/12/2020,MD,131861,,,504,0,4147,3988,159,6,0,10/14/2020 12:00:00 AM,N/A,Agree
01/30/2021,MD,352726,,,2097,0,7552,7354,198,31,0,02/01/2021 12:00:00 AM,N/A,Agree
08/01/2021,MD,469095,,,547,0,9854,9634,220,5,0,08/03/2021 12:00:00 AM,N/A,Agree
02/05/2021,MD,360584,,,1547,0,7754,7553,201,31,0,02/07/2021 12:00:00 AM,N/A,Agree
02/14/2021,MD,370983,,,847,0,8045,7843,202,26,0,02/16/2021 12:00:00 AM,N/A,Agree
08/05/2021,MD,471334,,,729,0,9867,9647,220,4,0,08/07/2021 12:00:00 AM,N/A,Agree
07/12/2020,MD,73109,,,642,0,3440,3301,139,13,0,07/14/2020 12:00:00 AM,N/A,Agree
06/23/2020,MD,65007,,,404,0,3208,3076,132,16,0,06/25/2020 12:00:00 AM,N/A,Agree
01/03/2021,MD,285319,,,2148,0,6386,6196,190,44,0,01/05/2021 12:00:00 AM,N/A,Agree
09/12/2020,MD,115533,,,809,0,3958,3802,156,4,0,09/14/2020 12:00:00 AM,N/A,Agree
01/20/2021,MD,332353,,,2167,0,7132,6937,195,49,0,01/22/2021 12:00:00 AM,N/A,Agree
08/10/2020,MD,96258,,,755,0,3708,3560,148,5,0,08/12/2020 12:00:00 AM,N/A,Agree
09/06/2020,MD,112119,,,512,0,3927,3772,155,7,0,09/08/2020 12:00:00 AM,N/A,Agree
12/25/2021,MD,661141,,,9933,0,11680,11446,234,25,0,12/27/2021 12:00:00 AM,N/A,Agree
12/18/2020,MD,246553,,,2569,0,5651,5465,186,45,0,12/20/2020 12:00:00 AM,N/A,Agree
01/07/2021,MD,295874,,,2970,0,6550,6358,192,37,0,01/09/2021 12:00:00 AM,N/A,Agree
04/12/2020,MD,8225,,,531,0,304,293,11,43,1,04/14/2020 12:00:00 AM,N/A,Agree
01/19/2022,MD,933716,,,4353,0,12866,12614,252,36,3,01/21/2022 12:00:00 AM,N/A,Agree
05/12/2021,MD,454271,,,471,0,9486,9272,214,10,0,05/14/2021 12:00:00 AM,N/A,Agree
11/14/2021,MD,571625,,,819,0,11079,10848,231,7,0,11/16/2021 12:00:00 AM,N/A,Agree
08/20/2020,MD,102229,,,580,0,3786,3637,149,5,0,08/22/2020 12:00:00 AM,N/A,Agree
05/23/2020,MD,45495,,,1071,0,2342,2233,109,56,0,05/25/2020 12:00:00 AM,N/A,Agree
06/08/2020,MD,58404,,,431,0,2902,2777,125,27,0,06/10/2020 12:00:00 AM,N/A,Agree
02/19/2021,MD,374974,,,1008,0,8179,7975,204,24,1,02/21/2021 12:00:00 AM,N/A,Agree
06/10/2021,MD,460984,,,121,0,9719,9502,217,5,0,06/12/2021 12:00:00 AM,N/A,Agree
07/20/2020,MD,78685,,,554,0,3508,3369,139,11,0,07/22/2020 12:00:00 AM,N/A,Agree
01/31/2020,MD,0,,,0,0,0,0,0,0,0,02/02/2020 12:00:00 AM,N/A,Agree
12/04/2021,MD,592679,,,1866,0,11264,11032,232,15,1,12/06/2021 12:00:00 AM,N/A,Agree
10/03/2021,MD,536249,,,1092,0,10512,10284,228,12,0,10/05/2021 12:00:00 AM,N/A,Agree
01/28/2021,MD,348749,,,2190,0,7487,7289,198,43,0,01/30/2021 12:00:00 AM,N/A,Agree
12/23/2021,MD,640572,,,7526,0,11628,11394,234,28,0,12/25/2021 12:00:00 AM,N/A,Agree
07/27/2021,MD,466514,,,309,0,9835,9616,219,1,0,07/29/2021 12:00:00 AM,N/A,Agree
04/15/2022,MD,1020351,,,864,0,14401,14137,264,3,0,04/16/2022 01:28:29 PM,N/A,Agree
07/09/2020,MD,71447,,,586,0,3409,3270,139,6,0,07/11/2020 12:00:00 AM,N/A,Agree
11/17/2021,MD,573835,,,791,0,11108,10877,231,12,0,11/19/2021 12:00:00 AM,N/A,Agree
09/28/2020,MD,123880,,,477,0,4060,3902,158,5,0,09/30/2020 12:00:00 AM,N/A,Agree
05/10/2021,MD,453401,,,276,0,9469,9255,214,14,0,05/12/2021 12:00:00 AM,N/A,Agree
11/06/2021,MD,565355,,,791,0,10990,10759,231,7,0,11/08/2021 12:00:00 AM,N/A,Agree
04/13/2020,MD,8936,,,711,0,341,324,17,37,6,04/15/2020 12:00:00 AM,N/A,Agree
06/11/2021,MD,461097,,,113,0,9725,9508,217,6,0,06/13/2021 12:00:00 AM,N/A,Agree
12/09/2021,MD,598588,,,1520,0,11332,11099,233,18,1,12/11/2021 12:00:00 AM,N/A,Agree
02/24/2022,MD,1000562,,,672,0,14091,13828,263,15,0,02/25/2022 03:09:12 PM,N/A,Agree
08/02/2021,MD,469542,,,447,0,9855,9635,220,1,0,08/04/2021 12:00:00 AM,N/A,Agree
11/25/2021,MD,581611,,,1115,0,11173,10942,231,8,0,11/27/2021 12:00:00 AM,N/A,Agree
04/14/2022,MD,1019487,,,786,0,14398,14134,264,3,0,04/15/2022 01:23:20 PM,N/A,Agree
10/11/2021,MD,545028,,,809,0,10649,10419,230,24,2,10/13/2021 12:00:00 AM,N/A,Agree
09/30/2020,MD,124725,,,414,0,4070,3912,158,3,0,10/02/2020 12:00:00 AM,N/A,Agree
05/30/2021,MD,459777,,,249,0,9668,9454,214,10,0,06/01/2021 12:00:00 AM,N/A,Agree
07/02/2021,MD,462439,,,85,0,9788,9571,217,5,0,07/04/2021 12:00:00 AM,N/A,Agree
06/27/2021,MD,462144,,,66,0,9777,9560,217,3,0,06/29/2021 12:00:00 AM,N/A,Agree
02/18/2022,MD,997047,,,865,0,14003,13741,262,15,1,02/19/2022 02:20:06 PM,N/A,Agree
09/26/2021,MD,527804,,,1114,0,10430,10202,228,20,0,09/28/2021 12:00:00 AM,N/A,Agree
09/08/2020,MD,113239,,,356,0,3933,3778,155,4,0,09/10/2020 12:00:00 AM,N/A,Agree
12/27/2020,MD,267198,,,1758,0,6061,5872,189,52,0,12/29/2020 12:00:00 AM,N/A,Agree
03/19/2022,MD,1008536,,,0,0,14293,14029,264,0,0,03/21/2022 12:27:07 PM,N/A,Agree
10/11/2020,MD,131357,,,562,0,4141,3982,159,5,0,10/13/2020 12:00:00 AM,N/A,Agree
02/11/2021,MD,367865,,,1199,0,7962,7761,201,33,0,02/13/2021 12:00:00 AM,N/A,Agree
11/11/2020,MD,158423,,,1714,0,4410,4245,165,15,0,11/13/2020 12:00:00 AM,N/A,Agree
01/18/2022,MD,929363,,,3434,0,12830,12581,249,44,0,01/20/2022 12:00:00 AM,N/A,Agree
09/29/2021,MD,530861,,,1125,0,10455,10227,228,9,0,10/01/2021 12:00:00 AM,N/A,Agree
09/11/2021,MD,509393,,,1376,0,10193,9969,224,15,1,09/13/2021 12:00:00 AM,N/A,Agree
02/11/2020,MD,0,,,0,0,0,0,0,0,0,02/13/2020 12:00:00 AM,N/A,Agree
07/28/2021,MD,466930,,,416,0,9837,9618,219,2,0,07/30/2021 12:00:00 AM,N/A,Agree
11/25/2020,MD,188161,,,2697,0,4701,4530,171,29,0,11/27/2020 12:00:00 AM,N/A,Agree
10/25/2021,MD,556595,,,512,0,10837,10607,230,7,0,10/27/2021 12:00:00 AM,N/A,Agree
02/21/2021,MD,376355,,,618,0,8233,8029,204,26,0,02/23/2021 12:00:00 AM,N/A,Agree
02/19/2022,MD,997047,,,0,0,14003,13741,262,0,0,02/21/2022 08:09:45 PM,N/A,Agree
09/22/2021,MD,522355,,,1145,0,10372,10145,227,18,0,09/24/2021 12:00:00 AM,N/A,Agree
08/14/2020,MD,98875,,,715,0,3748,3599,149,10,1,08/16/2020 12:00:00 AM,N/A,Agree
08/26/2021,MD,491174,,,1244,0,9988,9766,222,2,0,08/28/2021 12:00:00 AM,N/A,Agree
05/02/2021,MD,448989,,,649,0,9372,9158,214,13,0,05/04/2021 12:00:00 AM,N/A,Agree
07/22/2020,MD,80172,,,627,0,3525,3386,139,10,0,07/24/2020 12:00:00 AM,N/A,Agree
12/05/2021,MD,593691,,,1012,0,11282,11050,232,18,0,12/07/2021 12:00:00 AM,N/A,Agree
05/13/2022,MD,1054547,,,2609,0,14524,14259,265,4,0,05/14/2022 01:28:26 PM,N/A,Agree
04/26/2021,MD,443814,,,557,0,9274,9060,214,11,0,04/28/2021 12:00:00 AM,N/A,Agree
03/21/2021,MD,400023,,,1007,0,8705,8498,207,18,0,03/23/2021 12:00:00 AM,N/A,Agree
07/24/2020,MD,81766,,,930,0,3540,3400,140,9,0,07/26/2020 12:00:00 AM,N/A,Agree
06/17/2020,MD,62969,,,560,0,3107,2975,132,15,2,06/19/2020 12:00:00 AM,N/A,Agree
04/06/2022,MD,1014714,,,491,0,14368,14104,264,3,0,04/07/2022 02:35:23 PM,N/A,Agree
05/27/2021,MD,459095,,,217,0,9642,9428,214,9,0,05/29/2021 12:00:00 AM,N/A,Agree
12/14/2020,MD,236961,,,2314,0,5450,5268,182,40,0,12/16/2020 12:00:00 AM,N/A,Agree
05/02/2020,MD,24473,,,1001,0,1304,1239,65,52,3,05/04/2020 12:00:00 AM,N/A,Agree
02/09/2020,MD,0,,,0,0,0,0,0,0,0,02/11/2020 12:00:00 AM,N/A,Agree
12/10/2021,MD,600333,,,1745,0,11359,11126,233,27,0,12/12/2021 12:00:00 AM,N/A,Agree
11/06/2020,MD,151505,,,1541,0,4348,4186,162,14,0,11/08/2020 12:00:00 AM,N/A,Agree
01/24/2020,MD,0,,,0,0,0,0,0,0,0,01/26/2020 12:00:00 AM,N/A,Agree
01/29/2020,MD,0,,,0,0,0,0,0,0,0,01/31/2020 12:00:00 AM,N/A,Agree
10/07/2021,MD,540451,,,1398,0,10578,10350,228,15,0,10/09/2021 12:00:00 AM,N/A,Agree
06/26/2020,MD,66115,,,338,0,3252,3118,134,12,1,06/28/2020 12:00:00 AM,N/A,Agree
03/18/2021,MD,396746,,,1113,0,8655,8449,206,15,0,03/20/2021 12:00:00 AM,N/A,Agree
09/11/2020,MD,114724,,,646,0,3954,3798,156,10,0,09/13/2020 12:00:00 AM,N/A,Agree
07/03/2021,MD,462535,,,96,0,9790,9573,217,2,0,07/05/2021 12:00:00 AM,N/A,Agree
07/27/2020,MD,84876,,,1128,0,3569,3427,142,8,1,07/29/2020 12:00:00 AM,N/A,Agree
12/03/2021,MD,590813,,,1700,0,11249,11018,231,8,0,12/05/2021 12:00:00 AM,N/A,Agree
08/12/2020,MD,97384,,,541,0,3726,3578,148,6,0,08/14/2020 12:00:00 AM,N/A,Agree
04/14/2021,MD,430351,,,1552,0,9081,8871,210,15,0,04/16/2021 12:00:00 AM,N/A,Agree
02/17/2021,MD,372980,,,759,0,8128,7925,203,27,0,02/19/2021 12:00:00 AM,N/A,Agree
04/30/2021,MD,447401,,,942,0,9343,9129,214,21,0,05/02/2021 12:00:00 AM,N/A,Agree
04/10/2020,MD,6968,,,783,0,227,217,10,29,0,04/12/2020 12:00:00 AM,N/A,Agree
06/21/2021,MD,461779,,,40,0,9758,9541,217,4,0,06/23/2021 12:00:00 AM,N/A,Agree
01/30/2022,MD,976443,,,2007,0,13465,13208,257,33,0,02/01/2022 12:00:00 AM,N/A,Agree
06/03/2020,MD,54982,,,807,0,2745,2624,121,26,1,06/05/2020 12:00:00 AM,N/A,Agree
11/23/2021,MD,579591,,,740,0,11157,10926,231,10,0,11/25/2021 12:00:00 AM,N/A,Agree
10/30/2020,MD,144314,,,927,0,4279,4119,160,13,0,11/01/2020 12:00:00 AM,N/A,Agree
01/15/2022,MD,910921,,,10362,0,12669,12420,249,65,2,01/17/2022 12:00:00 AM,N/A,Agree
03/28/2022,MD,1011211,,,489,0,14331,14067,264,5,0,03/29/2022 01:30:11 PM,N/A,Agree
02/25/2022,MD,1001509,,,947,0,14105,13842,263,14,0,02/26/2022 02:15:52 PM,N/A,Agree
05/01/2022,MD,1032775,,,0,0,14462,14198,264,0,0,05/02/2022 01:46:11 PM,N/A,Agree
03/22/2022,MD,1009343,,,246,0,14311,14047,264,8,0,03/23/2022 03:04:18 PM,N/A,Agree
11/18/2020,MD,171823,,,2018,0,4523,4357,166,19,0,11/20/2020 12:00:00 AM,N/A,Agree
01/22/2021,MD,336915,,,2396,0,7222,7027,195,44,0,01/24/2021 12:00:00 AM,N/A,Agree
02/27/2021,MD,381272,,,836,0,8368,8164,204,15,0,03/01/2021 12:00:00 AM,N/A,Agree
03/11/2022,MD,1006432,,,370,0,14249,13984,265,12,0,03/12/2022 02:36:52 PM,N/A,Agree
04/16/2021,MD,433359,,,1564,0,9112,8902,210,11,0,04/18/2021 12:00:00 AM,N/A,Agree
01/27/2022,MD,968731,,,3440,0,13334,13078,256,54,0,01/29/2022 12:00:00 AM,N/A,Agree
04/15/2021,MD,431795,,,1444,0,9101,8891,210,20,0,04/17/2021 12:00:00 AM,N/A,Agree
07/12/2021,MD,463265,,,79,0,9800,9583,217,0,0,07/14/2021 12:00:00 AM,N/A,Agree
12/26/2020,MD,265440,,,2280,0,6009,5820,189,35,1,12/28/2020 12:00:00 AM,N/A,Agree
12/01/2020,MD,201135,,,2765,0,4891,4718,173,33,0,12/03/2020 12:00:00 AM,N/A,Agree
11/02/2020,MD,146995,,,850,0,4304,4142,162,6,1,11/04/2020 12:00:00 AM,N/A,Agree
06/17/2021,MD,461549,,,79,0,9743,9526,217,3,0,06/19/2021 12:00:00 AM,N/A,Agree
05/21/2021,MD,457527,,,443,0,9595,9381,214,17,0,05/23/2021 12:00:00 AM,N/A,Agree
12/24/2021,MD,651208,,,10636,0,11655,11421,234,27,0,12/26/2021 12:00:00 AM,N/A,Agree
02/14/2020,MD,0,,,0,0,0,0,0,0,0,02/16/2020 12:00:00 AM,N/A,Agree
12/08/2020,MD,219961,,,2632,0,5165,4985,180,46,2,12/10/2020 12:00:00 AM,N/A,Agree
10/04/2020,MD,127290,,,471,0,4092,3933,159,3,0,10/06/2020 12:00:00 AM,N/A,Agree
03/11/2021,MD,390490,,,924,0,8549,8345,204,19,0,03/13/2021 12:00:00 AM,N/A,Agree
12/13/2020,MD,234647,,,2638,0,5410,5228,182,50,0,12/15/2020 12:00:00 AM,N/A,Agree
02/03/2021,MD,357483,,,942,0,7670,7469,201,19,1,02/05/2021 12:00:00 AM,N/A,Agree
02/04/2022,MD,984492,,,1694,0,13655,13397,258,44,0,02/06/2022 12:00:00 AM,N/A,Agree
05/15/2021,MD,455635,,,378,0,9531,9317,214,11,0,05/17/2021 12:00:00 AM,N/A,Agree
09/07/2021,MD,504856,,,795,0,10139,9916,223,14,0,09/09/2021 12:00:00 AM,N/A,Agree
12/24/2020,MD,260728,,,2866,0,5931,5744,187,42,0,12/26/2020 12:00:00 AM,N/A,Agree
12/21/2020,MD,253073,,,2265,0,5790,5604,186,30,0,12/23/2020 12:00:00 AM,N/A,Agree
02/15/2022,MD,994577,,,924,0,13965,13705,260,40,1,02/16/2022 03:00:19 PM,N/A,Agree
01/29/2022,MD,974436,,,2527,0,13432,13175,257,45,1,01/31/2022 12:00:00 AM,N/A,Agree
03/30/2021,MD,409978,,,903,0,8821,8613,208,9,0,04/01/2021 12:00:00 AM,N/A,Agree
02/29/2020,MD,0,,,0,0,0,0,0,0,0,03/02/2020 12:00:00 AM,N/A,Agree
03/18/2022,MD,1008536,,,358,0,14293,14029,264,7,0,03/19/2022 01:30:21 PM,N/A,Agree
05/01/2021,MD,448340,,,939,0,9359,9145,214,16,0,05/03/2021 12:00:00 AM,N/A,Agree
01/13/2021,MD,314867,,,2516,0,6811,6618,193,56,0,01/15/2021 12:00:00 AM,N/A,Agree
02/10/2020,MD,0,,,0,0,0,0,0,0,0,02/12/2020 12:00:00 AM,N/A,Agree
01/21/2021,MD,334519,,,2166,0,7178,6983,195,46,0,01/23/2021 12:00:00 AM,N/A,Agree
02/04/2021,MD,359037,,,1554,0,7723,7522,201,53,0,02/06/2021 12:00:00 AM,N/A,Agree
08/29/2021,MD,494982,,,1067,0,10024,9802,222,8,0,08/31/2021 12:00:00 AM,N/A,Agree
03/03/2020,MD,0,,,0,0,0,0,0,0,0,03/05/2020 12:00:00 AM,N/A,Agree
04/25/2020,MD,17766,,,1150,0,912,866,46,68,4,05/11/2022 04:48:19 PM,N/A,Agree
02/08/2020,MD,0,,,0,0,0,0,0,0,0,02/10/2020 12:00:00 AM,N/A,Agree
07/21/2021,MD,464735,,,244,0,9825,9607,218,3,0,07/23/2021 12:00:00 AM,N/A,Agree
03/31/2021,MD,411344,,,1366,0,8838,8630,208,17,0,04/02/2021 12:00:00 AM,N/A,Agree
02/17/2022,MD,996182,,,854,0,13988,13727,261,7,0,02/18/2022 02:18:41 PM,N/A,Agree
04/11/2021,MD,426730,,,1483,0,9032,8822,210,22,1,04/13/2021 12:00:00 AM,N/A,Agree
04/22/2022,MD,1025925,,,1005,0,14425,14161,264,3,0,04/23/2022 01:21:45 PM,N/A,Agree
06/30/2021,MD,462279,,,62,0,9779,9562,217,0,0,07/02/2021 12:00:00 AM,N/A,Agree
02/16/2020,MD,0,,,0,0,0,0,0,0,0,02/18/2020 12:00:00 AM,N/A,Agree
10/15/2020,MD,133548,,,630,0,4165,4006,159,5,0,10/17/2020 12:00:00 AM,N/A,Agree
04/02/2021,MD,414385,,,1457,0,8876,8668,208,18,0,04/04/2021 12:00:00 AM,N/A,Agree
08/28/2021,MD,493915,,,1368,0,10016,9794,222,15,0,08/30/2021 12:00:00 AM,N/A,Agree
04/10/2022,MD,1016029,,,0,0,14377,14113,264,0,0,04/11/2022 02:08:38 PM,N/A,Agree
10/31/2021,MD,561270,,,636,0,10921,10691,230,10,0,11/02/2021 12:00:00 AM,N/A,Agree
12/29/2020,MD,271061,,,1878,0,6156,5967,189,53,0,12/31/2020 12:00:00 AM,N/A,Agree
04/21/2020,MD,14193,,,509,0,691,655,36,55,4,04/23/2020 12:00:00 AM,N/A,Agree
11/22/2020,MD,182139,,,2168,0,4619,4450,169,37,1,11/24/2020 12:00:00 AM,N/A,Agree
03/30/2020,MD,1413,,,174,0,27,26,1,8,1,04/01/2020 12:00:00 AM,N/A,Agree
09/19/2021,MD,519097,,,1036,0,10314,10087,227,14,0,09/21/2021 12:00:00 AM,N/A,Agree
03/08/2021,MD,388035,,,716,0,8491,8287,204,16,0,03/10/2021 12:00:00 AM,N/A,Agree
07/10/2021,MD,463107,,,127,0,9799,9582,217,0,0,07/12/2021 12:00:00 AM,N/A,Agree
05/11/2020,MD,33373,,,786,0,1781,1691,90,48,4,05/13/2020 12:00:00 AM,N/A,Agree
04/24/2022,MD,1025925,,,0,0,14425,14161,264,0,0,04/25/2022 01:33:47 PM,N/A,Agree
05/04/2022,MD,1037863,,,2855,0,14482,14217,265,5,1,05/05/2022 01:33:26 PM,N/A,Agree
07/08/2021,MD,462835,,,99,0,9797,9580,217,2,0,07/10/2021 12:00:00 AM,N/A,Agree
10/20/2020,MD,136744,,,590,0,4194,4035,159,6,0,10/22/2020 12:00:00 AM,N/A,Agree
07/21/2020,MD,79545,,,860,0,3515,3376,139,7,0,07/23/2020 12:00:00 AM,N/A,Agree
09/15/2020,MD,117245,,,599,0,3974,3818,156,9,0,09/17/2020 12:00:00 AM,N/A,Agree
03/12/2020,MD,12,,,0,0,0,0,0,0,0,03/14/2020 12:00:00 AM,N/A,Agree
05/30/2020,MD,52015,,,1027,0,2625,2505,120,40,1,06/01/2020 12:00:00 AM,N/A,Agree
01/17/2022,MD,925929,,,6793,0,12786,12537,249,52,0,01/19/2022 12:00:00 AM,N/A,Agree
03/31/2020,MD,1660,,,247,0,38,37,1,11,0,04/02/2020 12:00:00 AM,N/A,Agree
07/17/2020,MD,76371,,,707,0,3479,3340,139,13,0,07/19/2020 12:00:00 AM,N/A,Agree
07/29/2020,MD,86285,,,761,0,3591,3449,142,12,0,07/31/2020 12:00:00 AM,N/A,Agree
06/13/2020,MD,61305,,,692,0,3033,2904,129,25,2,06/15/2020 12:00:00 AM,N/A,Agree
03/23/2021,MD,401427,,,722,0,8736,8529,207,15,0,03/25/2021 12:00:00 AM,N/A,Agree
01/09/2022,MD,846668,,,17875,0,12304,12062,242,54,0,01/11/2022 12:00:00 AM,N/A,Agree
05/06/2021,MD,451267,,,578,0,9424,9210,214,10,0,05/08/2021 12:00:00 AM,N/A,Agree
06/15/2020,MD,62032,,,331,0,3069,2939,130,18,1,06/17/2020 12:00:00 AM,N/A,Agree
06/15/2021,MD,461392,,,67,0,9737,9520,217,5,0,06/17/2021 12:00:00 AM,N/A,Agree
03/04/2020,MD,0,,,0,0,0,0,0,0,0,03/06/2020 12:00:00 AM,N/A,Agree
01/10/2021,MD,306674,,,3310,0,6671,6478,193,44,0,01/12/2021 12:00:00 AM,N/A,Agree
03/16/2020,MD,37,,,6,0,0,0,0,0,0,03/18/2020 12:00:00 AM,N/A,Agree
02/06/2020,MD,0,,,0,0,0,0,0,0,0,02/08/2020 12:00:00 AM,N/A,Agree
03/28/2020,MD,992,,,218,0,11,11,0,3,0,03/30/2020 12:00:00 AM,N/A,Agree
07/24/2021,MD,465643,,,317,0,9831,9612,219,1,0,07/26/2021 12:00:00 AM,N/A,Agree
10/15/2021,MD,548743,,,1068,0,10710,10480,230,13,0,10/17/2021 12:00:00 AM,N/A,Agree
01/04/2022,MD,777286,,,15264,0,12028,11790,238,43,0,01/06/2022 12:00:00 AM,N/A,Agree
04/19/2022,MD,1022861,,,636,0,14412,14148,264,5,0,04/20/2022 01:32:06 PM,N/A,Agree
01/28/2022,MD,971909,,,3178,0,13387,13131,256,53,0,01/30/2022 12:00:00 AM,N/A,Agree
05/21/2020,MD,43531,,,1208,0,2262,2153,109,36,2,05/23/2020 12:00:00 AM,N/A,Agree
03/13/2020,MD,15,,,3,0,0,0,0,0,0,03/15/2020 12:00:00 AM,N/A,Agree
01/01/2022,MD,735804,,,14916,0,11911,11673,238,36,1,01/03/2022 12:00:00 AM,N/A,Agree
01/20/2022,MD,942950,,,9234,0,12936,12684,252,70,0,01/22/2022 12:00:00 AM,N/A,Agree
03/10/2021,MD,389566,,,900,0,8530,8326,204,15,0,03/12/2021 12:00:00 AM,N/A,Agree
05/25/2021,MD,458680,,,160,0,9625,9411,214,11,0,05/27/2021 12:00:00 AM,N/A,Agree
06/07/2021,MD,460659,,,84,0,9706,9489,217,4,0,06/09/2021 12:00:00 AM,N/A,Agree
06/14/2021,MD,461325,,,60,0,9732,9515,217,2,0,06/16/2021 12:00:00 AM,N/A,Agree
12/14/2021,MD,606101,,,1716,0,11422,11189,233,30,0,12/16/2021 12:00:00 AM,N/A,Agree
01/24/2021,MD,341452,,,2145,0,7306,7110,196,44,1,01/26/2021 12:00:00 AM,N/A,Agree
10/09/2021,MD,542886,,,1259,0,10614,10386,228,19,0,10/11/2021 12:00:00 AM,N/A,Agree
03/16/2021,MD,394716,,,658,0,8618,8412,206,19,2,03/18/2021 12:00:00 AM,N/A,Agree
03/30/2022,MD,1011919,,,421,0,14345,14081,264,2,0,03/31/2022 02:49:40 PM,N/A,Agree
02/24/2021,MD,378490,,,862,0,8301,8097,204,13,0,02/26/2021 12:00:00 AM,N/A,Agree
07/05/2021,MD,462634,,,38,0,9793,9576,217,1,0,07/07/2021 12:00:00 AM,N/A,Agree
05/05/2021,MD,450689,,,679,0,9414,9200,214,12,0,05/07/2021 12:00:00 AM,N/A,Agree
05/16/2022,MD,1060243,,,5696,0,14542,14277,265,18,0,05/17/2022 01:42:49 PM,N/A,Agree
07/11/2021,MD,463186,,,79,0,9800,9583,217,1,0,07/13/2021 12:00:00 AM,N/A,Agree
03/19/2020,MD,107,,,22,0,2,2,0,2,0,03/21/2020 12:00:00 AM,N/A,Agree
05/28/2020,MD,49709,,,1286,0,2540,2422,118,43,0,05/30/2020 12:00:00 AM,N/A,Agree
01/16/2021,MD,324031,,,3292,0,6939,6746,193,42,0,01/18/2021 12:00:00 AM,N/A,Agree
04/26/2022,MD,1028752,,,2827,0,14441,14177,264,16,0,04/27/2022 01:16:30 PM,N/A,Agree
07/07/2021,MD,462736,,,55,0,9795,9578,217,1,0,07/09/2021 12:00:00 AM,N/A,Agree
10/08/2021,MD,541627,,,1176,0,10595,10367,228,17,0,10/10/2021 12:00:00 AM,N/A,Agree
03/01/2021,MD,382702,,,603,0,8397,8193,204,15,0,03/03/2021 12:00:00 AM,N/A,Agree
01/12/2022,MD,878830,,,11692,0,12483,12239,244,68,1,01/14/2022 12:00:00 AM,N/A,Agree
10/19/2021,MD,551807,,,543,0,10764,10534,230,15,0,10/21/2021 12:00:00 AM,N/A,Agree
10/26/2020,MD,140844,,,565,0,4243,4084,159,6,0,10/28/2020 12:00:00 AM,N/A,Agree
06/30/2020,MD,67559,,,305,0,3308,3172,136,17,2,07/02/2020 12:00:00 AM,N/A,Agree
01/04/2021,MD,287802,,,2483,0,6430,6240,190,44,0,01/06/2021 12:00:00 AM,N/A,Agree
12/10/2020,MD,225855,,,3202,0,5256,5075,181,44,1,12/12/2020 12:00:00 AM,N/A,Agree
11/29/2020,MD,196447,,,1999,0,4834,4662,172,33,1,12/01/2020 12:00:00 AM,N/A,Agree
12/22/2021,MD,633046,,,4621,0,11600,11366,234,23,0,12/24/2021 12:00:00 AM,N/A,Agree
11/13/2020,MD,161769,,,1869,0,4439,4274,165,18,0,11/15/2020 12:00:00 AM,N/A,Agree
06/06/2020,MD,57482,,,712,0,2851,2726,125,34,3,06/08/2020 12:00:00 AM,N/A,Agree
03/14/2020,MD,26,,,11,0,0,0,0,0,0,03/16/2020 12:00:00 AM,N/A,Agree
08/11/2020,MD,96843,,,585,0,3720,3572,148,12,0,08/13/2020 12:00:00 AM,N/A,Agree
06/26/2021,MD,462078,,,61,0,9774,9557,217,4,0,06/28/2021 12:00:00 AM,N/A,Agree
03/23/2022,MD,1009705,,,362,0,14314,14052,262,3,-2,03/24/2022 01:32:04 PM,N/A,Agree
10/05/2020,MD,127791,,,501,0,4098,3939,159,6,0,10/07/2020 12:00:00 AM,N/A,Agree
01/05/2022,MD,788502,,,11216,0,12080,11840,240,52,2,01/07/2022 12:00:00 AM,N/A,Agree
04/18/2020,MD,12308,,,736,0,548,521,27,42,1,04/20/2020 12:00:00 AM,N/A,Agree
03/21/2022,MD,1009097,,,357,0,14303,14039,264,5,0,03/22/2022 01:39:13 PM,N/A,Agree
04/07/2020,MD,4371,,,326,0,145,138,7,17,1,04/09/2020 12:00:00 AM,N/A,Agree
08/19/2020,MD,101649,,,414,0,3781,3632,149,8,0,08/21/2020 12:00:00 AM,N/A,Agree
12/11/2021,MD,601573,,,1240,0,11371,11138,233,12,0,12/13/2021 12:00:00 AM,N/A,Agree
05/15/2020,MD,36986,,,1083,0,1988,1890,98,54,1,05/17/2020 12:00:00 AM,N/A,Agree
